map_id	verdict	scope	canonical	meaning	problem	bundle	technical_route	technical_delegate	scratch_policy	scratch_boundary	judgment	evidence	decision_status
1377	構造吸収	absorbed	Activate Hand tool	手のひらツール	transformの便利操作ごとに専用状態・書き口が増える	B29	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
1378	構造吸収	absorbed	Activate Pan Behind tool	アンカーポイントツール	transformの便利操作ごとに専用状態・書き口が増える	B29	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
1379	拡張		Activate Refine Edge tool	エッジ調整ツール	エッジ調整ツール	B29	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1380	構造吸収	absorbed	Activate Selection tool	選択ツール	transformの便利操作ごとに専用状態・書き口が増える	B29	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
1381	拡張		Activate specific Clone Stamp preset	コピースタンプのプリセットを呼び出す	コピースタンプのプリセットを呼び出す	B27	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1382	拡張		AI design	AIデザイン生成	AIデザイン生成	HOMELESS	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1383	拡張		AI writer	AI文章生成	AI文章生成	HOMELESS	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1384	拡張	extension	Append At End	Shift+F12	Shift+F12	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1385	拡張	extension	Arc Tool	弧ツール(タイトル/グラフィック)	弧ツール(タイトル/グラフィック)	B28	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1386	拡張	extension	Auto Removal	自動背景除去	自動背景除去	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1387	拡張	extension	Bold	太字	太字	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1388	拡張		Chroma Key	クロマキー合成	クロマキー合成	B38	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1389	構造吸収	absorbed	Cycle through tools	ツールを巡回	transformの便利操作ごとに専用状態・書き口が増える	B29	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
1390	拡張		Duplicate Clone Stamp preset	コピースタンププリセットを複製	コピースタンププリセットを複製	B27	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1391	拡張	extension	Ellipse Tool	楕円ツール	楕円ツール	B28	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1392	拡張	extension	Find Missing Effects	見つからないエフェクトを検索	見つからないエフェクトを検索	B10	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1393	拡張	extension	Find Missing Footage	見つからない素材を検索	見つからない素材を検索	B10	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1394	構造吸収	absorbed	Hand Tool	ハンドツール	transformの便利操作ごとに専用状態・書き口が増える	B29	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
1395	拡張	extension	Insert Copyright Symbol	著作権記号挿入	著作権記号挿入	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1396	拡張	extension	Insert Registered Symbol	登録商標記号挿入	登録商標記号挿入	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1397	拡張	extension	Italic	斜体	斜体	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1398	拡張	extension	Line Tool	直線ツール	直線ツール	B28	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1399	拡張		Momentarily activate Eraser with Last Stroke Only	直前ストロークのみ消しゴム化	直前ストロークのみ消しゴム化	B27	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1400	拡張	extension	Nudge Selected Object Down by Five Pixels	選択オブジェクトを下へ5px	選択オブジェクトを下へ5px	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1401	拡張	extension	Nudge Selected Object Down by One Pixel	選択オブジェクトを下へ1px	選択オブジェクトを下へ1px	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1402	拡張	extension	Nudge Selected Object Left by Five Pixels	選択オブジェクトを左へ5px	選択オブジェクトを左へ5px	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1403	拡張	extension	Nudge Selected Object Left by One Pixel	選択オブジェクトを左へ1px	選択オブジェクトを左へ1px	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1404	拡張	extension	Nudge Selected Object Right by Five Pixels	選択オブジェクトを右へ5px	選択オブジェクトを右へ5px	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1405	拡張	extension	Nudge Selected Object Right by One Pixel	選択オブジェクトを右へ1px	選択オブジェクトを右へ1px	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1406	拡張	extension	Nudge Selected Object Up by Five Pixels	選択オブジェクトを上へ5px	選択オブジェクトを上へ5px	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1407	拡張	extension	Nudge Selected Object Up by One Pixel	選択オブジェクトを上へ1px	選択オブジェクトを上へ1px	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
